----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Material          |Material Description                    |ValA|BUn|From Date |To Date   |Opening Stock|Total Receipt Qties|Total Issue Quantities|Closing Stock|S|          Opening Value|   Total Receipt Values|     Total Issue Values|          Closing Value|Crcy |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380B|ST |31.12.2025|31.12.2025|         130 |                 0 |                    0 |         130 | |           154,741,080 |            12,918,055 |                     0 |           167,659,135 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380C|ST |31.12.2025|31.12.2025|          83 |                 0 |                    0 |          83 | |            98,796,228 |             8,377,079 |                     0 |           107,173,307 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380E|ST |31.12.2025|31.12.2025|           6 |                 0 |                    0 |           6 | |             7,141,896 |               538,968 |                     0 |             7,680,864 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380F|ST |31.12.2025|31.12.2025|          14 |                 0 |                    0 |          14 | |            16,664,424 |             1,372,378 |                     0 |            18,036,802 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380P|ST |31.12.2025|31.12.2025|         268 |                 0 |                    0 |         268 | |           319,004,688 |            28,701,754 |                     0 |           347,706,442 |VND  |
| 30015226-00020E010|CL(IFG3 15W-40 SP) BULK                 |380P|KG |31.12.2025|31.12.2025|         644 |                 0 |                    0 |         644 | |            14,783,020 |                     0 |               786,193-|            13,996,827 |VND  |
| 30015226-00030E010|LF(IFG3 15W-40 SP) BULK                 |380P|KG |31.12.2025|31.12.2025|         611 |                 0 |                    0 |         611 | |            22,961,380 |                     0 |               425,687-|            22,535,693 |VND  |
| 30015226-2000VE020|IFG3 15W-40 SP (VN) DRUM 200L           |380A|ST |31.12.2025|31.12.2025|           1 |                 0 |                    0 |           1 | |             7,709,246 |             1,158,785 |                     0 |             8,868,031 |VND  |
| 30015226-2000VE020|IFG3 15W-40 SP (VN) DRUM 200L           |380B|ST |31.12.2025|31.12.2025|          10 |                 0 |                    0 |          10 | |            77,092,460 |             4,422,537 |                     0 |            81,514,997 |VND  |
| 30015226-2000VE020|IFG3 15W-40 SP (VN) DRUM 200L           |380C|ST |31.12.2025|31.12.2025|           3 |                 0 |                    0 |           3 | |            23,127,738 |             1,622,427 |                     0 |            24,750,165 |VND  |
| 30015226-2000VE020|IFG3 15W-40 SP (VN) DRUM 200L           |380E|ST |31.12.2025|31.12.2025|           2 |                 0 |                    0 |           2 | |            15,418,492 |             2,996,681 |                     0 |            18,415,173 |VND  |
| 30015226-2000VE020|IFG3 15W-40 SP (VN) DRUM 200L           |380P|ST |31.12.2025|31.12.2025|          17 |                 0 |                    0 |          17 | |           131,057,182 |             1,828,424 |                     0 |           132,885,606 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380A|ST |31.12.2025|31.12.2025|         216 |                 0 |                    0 |         216 | |           209,448,288 |             7,661,540 |                     0 |           217,109,828 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380B|ST |31.12.2025|31.12.2025|         242 |                 0 |                    0 |         242 | |           234,659,656 |            15,160,978 |                     0 |           249,820,634 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380C|ST |31.12.2025|31.12.2025|         176 |                 0 |                    0 |         176 | |           170,661,568 |             6,214,783 |                     0 |           176,876,351 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380D|ST |31.12.2025|31.12.2025|         360 |                 0 |                    0 |         360 | |           349,080,480 |             7,583,846 |                     0 |           356,664,326 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380E|ST |31.12.2025|31.12.2025|          29 |                 0 |                    0 |          29 | |            28,120,372 |             2,055,853 |                     0 |            30,176,225 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380F|ST |31.12.2025|31.12.2025|          54 |                 0 |                    0 |          54 | |            52,362,072 |             2,946,716 |                     0 |            55,308,788 |VND  |
| 30015226-7460VE020|IFG3 15W-40 SP(VN) 4LX6                 |380P|ST |31.12.2025|31.12.2025|          68 |                 0 |                    0 |          68 | |            65,937,424 |             1,432,504 |                     0 |            67,369,928 |VND  |
| 30015228-00010E010|MP(IFG3 5W-30 SP/GF-6A) BULK            |380P|KG |31.12.2025|31.12.2025|         120 |                 0 |                    0 |         120 | |             4,563,960 |             1,760,950 |                     0 |             6,324,910 |VND  |
| 30015228-00020E010|CL(IFG3 5W-30 SP/GF-6A) BULK            |380P|KG |31.12.2025|31.12.2025|         301 |                 0 |                    0 |         301 | |             9,170,868 |               319,248 |                     0 |             9,490,116 |VND  |
| 30015228-00030E010|LF(IFG3 5W-30 SP/GF-6A) BULK            |380P|KG |31.12.2025|31.12.2025|         350 |                 0 |                    0 |         350 | |            13,311,550 |               907,801 |                     0 |            14,219,351 |VND  |
| 30015228-2000VE020|IFG3 5W-30 SP/GF-6A (VN) D200L          |380B|ST |31.12.2025|31.12.2025|           2 |                 0 |                    0 |           2 | |            15,377,208 |             2,139,506 |                     0 |            17,516,714 |VND  |
| 30015228-2000VE020|IFG3 5W-30 SP/GF-6A (VN) D200L          |380P|ST |31.12.2025|31.12.2025|           2 |                 0 |                    0 |           2 | |            15,377,208 |             2,139,505 |                     0 |            17,516,713 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380A|ST |31.12.2025|31.12.2025|         145 |                 0 |                    0 |         145 | |           140,118,865 |            11,140,832 |                     0 |           151,259,697 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380B|ST |31.12.2025|31.12.2025|         232 |                 0 |                    0 |         232 | |           224,190,184 |            17,490,034 |                     0 |           241,680,218 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380C|ST |31.12.2025|31.12.2025|          52 |                 0 |                    0 |          52 | |            50,249,524 |             9,954,298 |                     0 |            60,203,822 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380E|ST |31.12.2025|31.12.2025|          12 |                 0 |                    0 |          12 | |            11,596,044 |               461,059 |                     0 |            12,057,103 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380F|ST |31.12.2025|31.12.2025|          40 |                 0 |                    0 |          40 | |            38,653,480 |             3,611,800 |                     0 |            42,265,280 |VND  |
| 30015228-7460VE020|IFG3 5W-30 SP/GF-6A (VN) 4LX6           |380P|ST |31.12.2025|31.12.2025|          59 |                 0 |                    0 |          59 | |            57,013,883 |             5,181,064 |                     0 |            62,194,947 |VND  |
| 30016887-00010E010|MP(IKC SP/GF-6 0W-20 Mo) BULK           |380P|KG |31.12.2025|31.12.2025|          61 |                 0 |                    0 |          61 | |             3,557,886 |             1,438,337 |                     0 |             4,996,223 |VND  |
| 30016887-00020E010|CL(IKC SP/GF-6 0W-20 Mo) BULK           |380P|KG |31.12.2025|31.12.2025|         295 |                 0 |                    0 |         295 | |            10,755,405 |                     0 |             1,527,015-|             9,228,390 |VND  |
| 30016887-00030E010|LF(IKC SP/GF-6 0W-20 Mo) BULK           |380P|KG |31.12.2025|31.12.2025|         253 |                 0 |                    0 |         253 | |            14,756,478 |             1,355,574 |                     0 |            16,112,052 |VND  |
| 30016888-00010E010|MP(IKC GF-6/SP 5W-30 DEXOS) BULK        |380P|KG |31.12.2025|31.12.2025|          83 |                 0 |                    0 |          83 | |             4,062,186 |               207,040 |                     0 |             4,269,226 |VND  |
| 30016888-00020E010|CL(IKC GF-6/SP 5W-30 DEXOS) BULK        |380P|KG |31.12.2025|31.12.2025|         298 |                 0 |                    0 |         298 | |            10,864,782 |                     0 |             1,891,508-|             8,973,274 |VND  |
| 30016888-00030E010|LF(IKC GF-6/SP 5W-30 DEXOS) BULK        |380P|KG |31.12.2025|31.12.2025|         338 |                 0 |                    0 |         338 | |            16,542,396 |               622,350 |                     0 |            17,164,746 |VND  |
| 30021326-00031E010|LF(IDEMITSU SN 5W-30 F-S) BULK          |380P|KG |31.12.2025|31.12.2025|         334 |                 0 |                    0 |         334 | |            15,240,086 |                     0 |             1,080,237-|            14,159,849 |VND  |
| 30041216-5200SE020|IDEMITSU MULTI-VEHICLE ATF PLUS P20L    |380A|ST |31.12.2025|31.12.2025|          39 |                 0 |                    0 |          39 | |            55,141,359 |             2,890,030 |                     0 |            58,031,389 |VND  |
| 30041216-5200SE020|IDEMITSU MULTI-VEHICLE ATF PLUS P20L    |380B|ST |31.12.2025|31.12.2025|          34 |                 0 |                    0 |          34 | |            48,071,954 |             2,519,513 |                     0 |            50,591,467 |VND  |
| 30041216-5200SE020|IDEMITSU MULTI-VEHICLE ATF PLUS P20L    |380P|ST |31.12.2025|31.12.2025|          80 |                 0 |                    0 |          80 | |           113,110,480 |             5,928,268 |                     0 |           119,038,748 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380A|ST |31.12.2025|31.12.2025|         168 |                 0 |                    0 |         168 | |           282,997,848 |            14,582,654 |                     0 |           297,580,502 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380B|ST |31.12.2025|31.12.2025|           5 |                 0 |                    0 |           5 | |             8,422,555 |               613,253 |                     0 |             9,035,808 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380C|ST |31.12.2025|31.12.2025|          15 |                 0 |                    0 |          15 | |            25,267,665 |             1,569,451 |                     0 |            26,837,116 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380E|ST |31.12.2025|31.12.2025|           8 |                 0 |                    0 |           8 | |            13,476,088 |               990,370 |                     0 |            14,466,458 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380F|ST |31.12.2025|31.12.2025|           3 |                10 |                    0 |          13 | |             5,053,533 |            18,300,924 |                     0 |            23,354,457 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |380P|ST |31.12.2025|31.12.2025|          65 |                 0 |                   10-|          55 | |           109,493,215 |             4,774,085 |            16,845,110-|            97,422,190 |VND  |
| 30041216-7460SE020|IDEMITSU MULTI-VEHICLE ATF PLUS 4Lx6    |38B2|ST |31.12.2025|31.12.2025|         240 |                 0 |                    0 |         240 | |           404,282,640 |                     0 |               130,056-|           404,152,584 |VND  |
| 30041220-7460SE020|IDEMITSU MULTI-VEHICLE CVTF 4LX6        |380F|ST |31.12.2025|31.12.2025|           0 |                14 |                    0 |          14 | |                     0 |            27,447,729 |                     0 |            27,447,729 |VND  |
| 30041220-7460SE020|IDEMITSU MULTI-VEHICLE CVTF 4LX6        |380P|ST |31.12.2025|31.12.2025|         245 |                 0 |                   14-|         231 | |           458,568,705 |            20,522,745 |            26,203,926-|           452,887,524 |VND  |
| 30095030-71901E020|IDEMITSU 4T SL/MA 10W-30 (VN) 800mLx24  |380C|ST |31.12.2025|31.12.2025|           5 |                 0 |                    0 |           5 | |             3,993,815 |               657,123 |                     0 |             4,650,938 |VND  |
| 30095030-71901E020|IDEMITSU 4T SL/MA 10W-30 (VN) 800mLx24  |380P|ST |31.12.2025|31.12.2025|          92 |                 0 |                    0 |          92 | |            73,486,196 |            12,091,067 |                     0 |            85,577,263 |VND  |
| 30095030-7190VE020|IDEMITSU 4T SL/MA 10W-30 (VN) 800mLx24  |380C|ST |31.12.2025|31.12.2025|           2 |                 0 |                    0 |           2 | |             1,462,406 |               397,567 |                     0 |             1,859,973 |VND  |
| 30095030-7190VE020|IDEMITSU 4T SL/MA 10W-30 (VN) 800mLx24  |380P|ST |31.12.2025|31.12.2025|          19 |                 0 |                    0 |          19 | |            13,892,857 |             3,792,322 |                     0 |            17,685,179 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380A|ST |31.12.2025|31.12.2025|       1,050 |                 0 |                    0 |       1,050 | |           902,900,250 |                     0 |           106,296,103-|           796,604,147 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380B|ST |31.12.2025|31.12.2025|       1,305 |                 0 |                    0 |       1,305 | |         1,122,176,025 |                     0 |           125,448,467-|           996,727,558 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380C|ST |31.12.2025|31.12.2025|         386 |                 0 |                    0 |         386 | |           331,923,330 |                     0 |            38,140,202-|           293,783,128 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380E|ST |31.12.2025|31.12.2025|          22 |                 0 |                    0 |          22 | |            18,917,910 |                     0 |             2,087,103-|            16,830,807 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380F|ST |31.12.2025|31.12.2025|         186 |                 0 |                    0 |         186 | |           159,942,330 |                     0 |            17,630,115-|           142,312,215 |VND  |
| 30095031-71901E020|IDEMITSU 4T SL/MB 10W-30 (VN) 800mLx24  |380P|ST |31.12.2025|31.12.2025|         375 |                 0 |                    0 |         375 | |           322,464,375 |                     0 |            38,569,073-|           283,895,302 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380A|ST |31.12.2025|31.12.2025|         871 |                 0 |                    0 |         871 | |           644,563,517 |            10,528,166 |                     0 |           655,091,683 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380B|ST |31.12.2025|31.12.2025|       1,332 |                 0 |                    0 |       1,332 | |         1,048,668,948 |                     0 |            42,919,656-|         1,005,749,292 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380C|ST |31.12.2025|31.12.2025|         363 |                 0 |                    0 |         363 | |           285,785,907 |                     0 |            12,288,533-|           273,497,374 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380E|ST |31.12.2025|31.12.2025|          34 |                 0 |                    0 |          34 | |            26,767,826 |                     0 |             1,159,086-|            25,608,740 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380F|ST |31.12.2025|31.12.2025|         236 |                 0 |                    0 |         236 | |           185,800,204 |                     0 |             7,909,218-|           177,890,986 |VND  |
| 30095032-71901E020|IDEMITSU 4T SL/MA 10W-40  (VN) 800mLx24 |380P|ST |31.12.2025|31.12.2025|          13 |                 0 |                    0 |          13 | |            10,234,757 |                     0 |               469,620-|             9,765,137 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380A|ST |31.12.2025|31.12.2025|          42 |                 0 |                    0 |          42 | |            38,678,220 |               349,871 |                     0 |            39,028,091 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380B|ST |31.12.2025|31.12.2025|         848 |                 0 |                    0 |         848 | |           780,931,680 |               193,401 |                     0 |           781,125,081 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380C|ST |31.12.2025|31.12.2025|          58 |                 0 |                    0 |          58 | |            53,412,780 |                     0 |               147,158-|            53,265,622 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380E|ST |31.12.2025|31.12.2025|           4 |                 0 |                    0 |           4 | |             3,683,640 |                     0 |                24,819-|             3,658,821 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380F|ST |31.12.2025|31.12.2025|         168 |                48 |                    0 |         216 | |           154,712,880 |            44,203,680 |               698,910-|           198,217,650 |VND  |
| 30095032-72401E020|IDEMITSU 4T SL/MA 10W-40 (VN) 1Lx24     |380P|ST |31.12.2025|31.12.2025|         423 |                 0 |                   48-|         375 | |           389,544,930 |                     0 |            47,157,296-|           342,387,634 |VND  |
| 30095041-00020E010|CL(IDEMITSU 4T SL/MA 20W-50) BULK       |380P|KG |31.12.2025|31.12.2025|         353 |                 0 |                    0 |         353 | |             9,952,482 |                     0 |               212,033-|             9,740,449 |VND  |
| 30095041-00030E010|LF(IDEMITSU 4T SL/MA 20W-50) BULK       |380P|KG |31.12.2025|31.12.2025|         270 |                 0 |                    0 |         270 | |             9,907,380 |               269,698 |                     0 |            10,177,078 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380A|ST |31.12.2025|31.12.2025|         411 |                 0 |                    0 |         411 | |           333,542,118 |            18,060,842 |                     0 |           351,602,960 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380B|ST |31.12.2025|31.12.2025|         276 |                 0 |                    0 |         276 | |           223,984,488 |            15,531,692 |                     0 |           239,516,180 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380C|ST |31.12.2025|31.12.2025|         124 |                 0 |                    0 |         124 | |           100,630,712 |             6,613,633 |                     0 |           107,244,345 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380D|ST |31.12.2025|31.12.2025|         480 |                 0 |                    0 |         480 | |           389,538,240 |            12,158,276 |                     0 |           401,696,516 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380E|ST |31.12.2025|31.12.2025|          21 |                 0 |                    0 |          21 | |            17,042,298 |             1,326,014 |                     0 |            18,368,312 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380F|ST |31.12.2025|31.12.2025|         105 |                 0 |                    0 |         105 | |            85,211,490 |             5,940,736 |                     0 |            91,152,226 |VND  |
| 30095041-7190VE020|IDEMITSU 4T SL/MA 20W-50 (VN) 800mLx24  |380P|ST |31.12.2025|31.12.2025|         149 |                 0 |                    0 |         149 | |           120,919,162 |             3,774,132 |                     0 |           124,693,294 |VND  |
| 30095041-7240VE020|IDEMITSU 4T SL/MA 20W-50(VN) 1Lx24      |380A|ST |31.12.2025|31.12.2025|          65 |                 0 |                    0 |          65 | |            64,751,700 |             8,513,777 |                     0 |            73,265,477 |VND  |
| 30095041-7240VE020|IDEMITSU 4T SL/MA 20W-50(VN) 1Lx24      |380B|ST |31.12.2025|31.12.2025|          85 |                 0 |                    0 |          85 | |            84,675,300 |            11,338,921 |                     0 |            96,014,221 |VND  |
| 30095041-7240VE020|IDEMITSU 4T SL/MA 20W-50(VN) 1Lx24      |380C|ST |31.12.2025|31.12.2025|          15 |                 0 |                    0 |          15 | |            14,942,700 |             2,209,157 |                     0 |            17,151,857 |VND  |
| 30095041-7240VE020|IDEMITSU 4T SL/MA 20W-50(VN) 1Lx24      |380F|ST |31.12.2025|31.12.2025|          67 |                 0 |                    0 |          67 | |            66,744,060 |            10,351,918 |                     0 |            77,095,978 |VND  |
| 30095041-7240VE020|IDEMITSU 4T SL/MA 20W-50(VN) 1Lx24      |380P|ST |31.12.2025|31.12.2025|          99 |                 0 |                    0 |          99 | |            98,621,820 |            12,885,110 |                     0 |           111,506,930 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380A|ST |31.12.2025|31.12.2025|          96 |                 0 |                    0 |          96 | |            18,201,696 |             4,765,334 |                     0 |            22,967,030 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380B|ST |31.12.2025|31.12.2025|          79 |                 0 |                    0 |          79 | |            14,978,479 |             3,324,083 |                     0 |            18,302,562 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380C|ST |31.12.2025|31.12.2025|          34 |                 0 |                    0 |          34 | |             6,446,434 |             1,497,956 |                     0 |             7,944,390 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380E|ST |31.12.2025|31.12.2025|          37 |                 0 |                    0 |          37 | |             7,015,237 |             1,567,215 |                     0 |             8,582,452 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380F|ST |31.12.2025|31.12.2025|          14 |                 0 |                    0 |          14 | |             2,654,414 |               635,773 |                     0 |             3,290,187 |VND  |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380P|ST |31.12.2025|31.12.2025|          20 |                 0 |                    0 |          20 | |             3,792,020 |             1,078,489 |                     0 |             4,870,509 |VND  |
| 30099974-00010E010|MP(IRG3 10W-40 MB) BULK                 |380P|KG |31.12.2025|31.12.2025|          16 |                 0 |                    0 |          16 | |               585,808 |               361,573 |                     0 |               947,381 |VND  |
| 30099974-00020E010|CL(IRG3 10W-40 MB) BULK                 |380P|KG |31.12.2025|31.12.2025|         313 |                 0 |                    0 |         313 | |             7,184,915 |                     0 |               382,801-|             6,802,114 |VND  |
| 30099974-00030E010|LF(IRG3 10W-40 MB) BULK                 |380P|KG |31.12.2025|31.12.2025|         289 |                 0 |                    0 |         289 | |            10,581,157 |               855,996 |                     0 |            11,437,153 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380A|ST |31.12.2025|31.12.2025|         283 |                 0 |                    0 |         283 | |           227,953,387 |            28,884,719 |                     0 |           256,838,106 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380B|ST |31.12.2025|31.12.2025|         412 |                 0 |                    0 |         412 | |           331,861,468 |            43,440,793 |                     0 |           375,302,261 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380C|ST |31.12.2025|31.12.2025|         107 |                 0 |                    0 |         107 | |            86,187,323 |            13,684,028 |                     0 |            99,871,351 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380E|ST |31.12.2025|31.12.2025|          12 |                 0 |                    0 |          12 | |             9,665,868 |               960,867 |                     0 |            10,626,735 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380F|ST |31.12.2025|31.12.2025|          68 |                 0 |                    0 |          68 | |            54,773,252 |             8,167,463 |                     0 |            62,940,715 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380P|ST |31.12.2025|31.12.2025|         138 |                 0 |                    0 |         138 | |           111,157,482 |            19,581,157 |                     0 |           130,738,639 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380A|ST |31.12.2025|31.12.2025|         355 |                 0 |                    0 |         355 | |           276,425,720 |            24,934,464 |                     0 |           301,360,184 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380B|ST |31.12.2025|31.12.2025|         657 |                 0 |                    0 |         657 | |           511,582,248 |            48,256,915 |                     0 |           559,839,163 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380C|ST |31.12.2025|31.12.2025|          48 |                 0 |                    0 |          48 | |            37,375,872 |             3,282,935 |                     0 |            40,658,807 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380E|ST |31.12.2025|31.12.2025|          15 |                 0 |                    0 |          15 | |            11,679,960 |             1,231,906 |                     0 |            12,911,866 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380F|ST |31.12.2025|31.12.2025|         120 |                 0 |                    0 |         120 | |            93,439,680 |            10,267,555 |                     0 |           103,707,235 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380P|ST |31.12.2025|31.12.2025|         697 |                 0 |                    0 |         697 | |           542,728,808 |            50,073,408 |                     0 |           592,802,216 |VND  |
| 30099975-7190VE020|IRG3 10W-40 MA (VN) 800mLx24            |380C|ST |31.12.2025|31.12.2025|          24 |                 0 |                    0 |          24 | |            18,618,984 |             2,121,846 |                     0 |            20,740,830 |VND  |
| 30099975-7190VE020|IRG3 10W-40 MA (VN) 800mLx24            |380F|ST |31.12.2025|31.12.2025|          26 |                 0 |                    0 |          26 | |            20,170,566 |             2,374,454 |                     0 |            22,545,020 |VND  |
