----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Material          |Material Description                    |ValA|BUn|From Date |To Date   |Opening Stock|Total Receipt Qties|Total Issue Quantities|Closing Stock|S|          Opening Value|   Total Receipt Values|     Total Issue Values|          Closing Value|Crcy |
| 30095094-77801E020|IDEMITSU SCOOTER GEAR OIL (VN) 120mLx24 |380P|ST |31.03.2026|31.03.2026|          78 |                 0 |                    0 |          78 | |            14,058,252 |             4,673,904 |                     0 |            18,732,156 |VND  |
| 30099974-00020E010|CL(IRG3 10W-40 MB) BULK                 |380P|KG |31.03.2026|31.03.2026|         352 |                 0 |                    0 |         352 | |             8,099,872 |                     0 |               425,375-|             7,674,497 |VND  |
| 30099974-00030E010|LF(IRG3 10W-40 MB) BULK                 |380P|KG |31.03.2026|31.03.2026|         283 |                 0 |                    0 |         283 | |             9,697,278 |             1,383,224 |                     0 |            11,080,502 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380A|ST |31.03.2026|31.03.2026|         390 |                 0 |                    0 |         390 | |           292,511,310 |            62,859,893 |                     0 |           355,371,203 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380B|ST |31.03.2026|31.03.2026|         692 |                 0 |                    0 |         692 | |           519,020,068 |           102,890,079 |                     0 |           621,910,147 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380C|ST |31.03.2026|31.03.2026|         110 |                 0 |                    0 |         110 | |            82,503,190 |            17,543,926 |                     0 |           100,047,116 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380E|ST |31.03.2026|31.03.2026|          32 |                 0 |                    0 |          32 | |            24,000,928 |             5,880,896 |                     0 |            29,881,824 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380F|ST |31.03.2026|31.03.2026|         143 |                 0 |                    0 |         143 | |           107,254,147 |            21,634,524 |                     0 |           128,888,671 |VND  |
| 30099974-7190VE020|IRG3 10W-40 MB (VN) 800mLx24            |380P|ST |31.03.2026|31.03.2026|         182 |                 0 |                    0 |         182 | |           136,505,278 |            25,574,810 |                     0 |           162,080,088 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380A|ST |31.03.2026|31.03.2026|         447 |                 0 |                    0 |         447 | |           324,082,152 |            50,191,239 |                     0 |           374,273,391 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380B|ST |31.03.2026|31.03.2026|         825 |                 0 |                    0 |         825 | |           598,138,200 |           104,997,067 |                     0 |           703,135,267 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380C|ST |31.03.2026|31.03.2026|          46 |                 0 |                    0 |          46 | |            33,350,736 |             7,475,970 |                     0 |            40,826,706 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380E|ST |31.03.2026|31.03.2026|          54 |                 0 |                    0 |          54 | |            39,150,864 |             6,265,390 |                     0 |            45,416,254 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380F|ST |31.03.2026|31.03.2026|         171 |                 0 |                    0 |         171 | |           123,977,736 |            23,289,215 |                     0 |           147,266,951 |VND  |
| 30099975-71901E020|IRG3 10W-40 MA2 (VN) 800mLx24           |380P|ST |31.03.2026|31.03.2026|         637 |                 0 |                    0 |         637 | |           461,835,192 |            59,370,646 |                     0 |           521,205,838 |VND  |
| 30099975-72401E020|IRG3 10W-40 MA2 (VN) 1Lx24              |380B|ST |31.03.2026|31.03.2026|         288 |                 0 |                    0 |         288 | |           255,165,696 |            41,886,155 |                     0 |           297,051,851 |VND  |
| 30099975-72401E020|IRG3 10W-40 MA2 (VN) 1Lx24              |380C|ST |31.03.2026|31.03.2026|          20 |                 0 |                    0 |          20 | |            17,719,840 |             3,259,951 |                     0 |            20,979,791 |VND  |
| 30099975-72401E020|IRG3 10W-40 MA2 (VN) 1Lx24              |380E|ST |31.03.2026|31.03.2026|           6 |                 0 |                    0 |           6 | |             5,315,952 |               977,986 |                     0 |             6,293,938 |VND  |
| 30099975-72401E020|IRG3 10W-40 MA2 (VN) 1Lx24              |380F|ST |31.03.2026|31.03.2026|         103 |                 0 |                    0 |         103 | |            91,257,176 |            16,788,749 |                     0 |           108,045,925 |VND  |
| 30099975-72401E020|IRG3 10W-40 MA2 (VN) 1Lx24              |380P|ST |31.03.2026|31.03.2026|         146 |                 0 |                    0 |         146 | |           129,354,832 |            23,797,644 |                     0 |           153,152,476 |VND  |
| 30099975-7240PE020|IRG3 10W-40 MA (PL) 1Lx24               |380P|ST |31.03.2026|31.03.2026|           4 |                 0 |                    0 |           4 | |             3,551,376 |             1,054,964 |                     0 |             4,606,340 |VND  |
