----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Material          |Material Description                    |ValA|BUn|From Date |To Date   |Opening Stock|Total Receipt Qties|Total Issue Quantities|Closing Stock|S|          Opening Value|   Total Receipt Values|     Total Issue Values|          Closing Value|Crcy |
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| 30015046-00010E010|MP(IDEMITSU SN/CF 5W-40 F-S) BULK       |380P|KG |31.01.2026|31.01.2026|         218 |                 0 |                    0 |         218 | |            10,492,994 |             1,511,919 |                     0 |            12,004,913 |VND  |
| 30015046-00020E010|CL(IDEMITSU SN/CF 5W-40 F-S) BULK       |380P|KG |31.01.2026|31.01.2026|         296 |                 0 |                    0 |         296 | |             9,514,032 |                     0 |               488,127-|             9,025,905 |VND  |
| 30015046-00030E010|LF(IDEMITSU SN/CF 5W-40 F-S) BULK       |380P|KG |31.01.2026|31.01.2026|         352 |                 0 |                    0 |         352 | |            16,942,816 |               871,417 |                     0 |            17,814,233 |VND  |
| 30015078-00010E010|MP(ID. 4T SL/MA 10W-40 S-S) BULK        |380P|KG |31.01.2026|31.01.2026|         433 |                 0 |                    0 |         433 | |            14,734,557 |             8,598,877 |                     0 |            23,333,434 |VND  |
| 30015078-00020E010|CL(ID. 4T SL/MA 10W-40 S-S) BULK        |380P|KG |31.01.2026|31.01.2026|         303 |                 0 |                    0 |         303 | |             6,951,729 |                     0 |               344,975-|             6,606,754 |VND  |
| 30015078-00030E010|LF(ID. 4T SL/MA 10W-40 S-S) BULK        |380P|KG |31.01.2026|31.01.2026|         284 |                 0 |                    0 |         284 | |             9,664,236 |               799,561 |                     0 |            10,463,797 |VND  |
| 30015118-7460VE020|IFG5 0W-20 SP/GF-6A 4LX6                |380A|ST |31.01.2026|31.01.2026|           4 |                 0 |                    0 |           4 | |             5,407,620 |             1,244,808 |                     0 |             6,652,428 |VND  |
| 30015118-7460VE020|IFG5 0W-20 SP/GF-6A 4LX6                |380B|ST |31.01.2026|31.01.2026|          44 |                 0 |                    0 |          44 | |            59,483,820 |            12,081,116 |                     0 |            71,564,936 |VND  |
| 30015118-7460VE020|IFG5 0W-20 SP/GF-6A 4LX6                |380C|ST |31.01.2026|31.01.2026|           5 |                 0 |                    0 |           5 | |             6,759,525 |             1,529,813 |                     0 |             8,289,338 |VND  |
| 30015118-7460VE020|IFG5 0W-20 SP/GF-6A 4LX6                |380F|ST |31.01.2026|31.01.2026|           2 |                 0 |                    0 |           2 | |             2,703,810 |               513,022 |                     0 |             3,216,832 |VND  |
| 30015118-7460VE020|IFG5 0W-20 SP/GF-6A 4LX6                |380P|ST |31.01.2026|31.01.2026|           2 |                 0 |                    0 |           2 | |             2,703,810 |               627,005 |                     0 |             3,330,815 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380A|ST |31.01.2026|31.01.2026|           6 |                 0 |                    0 |           6 | |             6,970,716 |               798,722 |                     0 |             7,769,438 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380B|ST |31.01.2026|31.01.2026|           3 |                 0 |                    0 |           3 | |             3,485,358 |               383,698 |                     0 |             3,869,056 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380C|ST |31.01.2026|31.01.2026|           8 |                 0 |                    0 |           8 | |             9,294,288 |             1,035,669 |                     0 |            10,329,957 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380E|ST |31.01.2026|31.01.2026|           1 |                 0 |                    0 |           1 | |             1,161,786 |               126,964 |                     0 |             1,288,750 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380F|ST |31.01.2026|31.01.2026|          11 |                 0 |                    0 |          11 | |            12,779,646 |             1,428,185 |                     0 |            14,207,831 |VND  |
| 30015166-74600E020|IFG5 5W-30 SP/GF-6A (VN) 4LX6           |380P|ST |31.01.2026|31.01.2026|         257 |                 0 |                    0 |         257 | |           298,579,002 |            34,841,806 |                     0 |           333,420,808 |VND  |
